        0,2.616653
        1,0.221828
        2,0.161413
        3,0.09873
        4,0.104935
        5,0.078539
        6,0.092348
        7,0.089567
        8,0.080623
        9,0.090123
        10,0.062536
        11,0.075085
        12,0.097537
        13,0.098738
        14,0.078342
        15,0.132981
        16,0.137912
        17,0.150451
        18,0.223759
        19,0.203499
        20,0.23851
        21,0.248149
        22,0.249033
        23,0.231945
        24,0.236617
        25,0.271768
        26,0.283596
        27,0.295535
        28,0.282583
        29,0.321161
        30,0.345318
        31,0.319572
        32,0.349889
        33,0.410664
        34,0.443611
        35,0.466365
        36,0.530723
        37,0.557047
        38,0.599954
        39,0.724585
        40,0.738878
        41,0.863375
        42,1.023544
        43,1.094733
        44,1.247925
        45,1.477813
        46,1.600775
        47,1.843428
        48,2.033698
        49,2.29983
        50,2.55677
        51,2.782349
        52,3.137302
        53,3.344862
        54,3.60157
        55,3.999715
        56,4.391161
        57,4.683858
        58,4.972222
        59,5.441579
        60,6.095014
        61,6.341905
        62,6.774582
        63,7.527555
        64,8.079275
        65,8.993155
        66,9.047738
        67,10.06511
        68,10.653093
        69,12.314281
        70,13.628731
        71,13.692115
        72,15.441712
        73,18.031115
        74,19.781942
        75,22.553837
        76,24.498114
        77,27.446932
        78,30.806923
        79,35.58826
        80,40.143508
        81,45.128822
        82,52.141841
        83,59.102149
        84,67.38869
        85,76.12851
        86,88.999216
        87,98.002733
        88,115.043861
        89,126.308588
        90,144.669996
        91,161.264707
        92,179.137791
        93,198.407659
        94,211.063658
        95,242.08251
        96,259.59972
        97,274.553944
        98,291.961419
        99,306.416601
        100,313.162003
