    0,2174491.0
    5,2477473.0
    10,2338899.0
    15,2183869.0
    20,2316981.0
    25,2616684.0
    30,3154713.0
    35,3888273.0
    40,3941053.0
    45,3716166.0
    50,3459524.0
    55,3069211.0
    60,2561966.0
    65,2340046.0
    70,1965457.0
    75,1573274.0
    80,1425954.0
    85,886389.0
    90,368545.0
    95,83177.0
    100,14863.0
